id,l1_code,l1_name,l1_name_en,l2_code,l2_name,l2_name_en,l3_code,l3_name,l3_name_en,natural_accounting_class,classification_code,full_code,cap_threshold,cap_threshold_large_entity,useful_life_min,useful_life_max
cls_08010404,08,بنية تحتية – أخرى,Other Infrastructure,01,أعمال مدنية,Civil Works,04,جدار ساند,Retaining Wall,04,080104,08010404,50000,,20,30
cls_08020101,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,01,جدار خرساني,Concreate Wall,01,080201,08020101,50000,,30,40
cls_08020104,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,01,جدار خرساني,Concreate Wall,04,080201,08020104,50000,,30,40
cls_08020201,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,02,البوابات,Gates,01,080202,08020201,50000,,10,20
cls_08020204,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,02,البوابات,Gates,04,080202,08020204,50000,,10,20
cls_08020301,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,03,الأسوار المعدنية,Metal Fence,01,080203,08020301,50000,,20,30
cls_08020304,08,بنية تحتية – أخرى,Other Infrastructure,02,البوابات والأسوار,Gates And Fences,03,الأسوار المعدنية,Metal Fence,04,080203,08020304,50000,,20,30
cls_08030101,08,بنية تحتية – أخرى,Other Infrastructure,03,المناظر الطبيعية,Landscape,01,المناظر الطبيعية,Landscape,01,080301,08030101,50000,,25,35
cls_08030104,08,بنية تحتية – أخرى,Other Infrastructure,03,المناظر الطبيعية,Landscape,01,المناظر الطبيعية,Landscape,04,080301,08030104,50000,,25,35
cls_08040101,08,بنية تحتية – أخرى,Other Infrastructure,04,استخراج النفط والغاز,Oil and Gas Extraction,01,منصة نفطية بحرية,Offshore drilling rig,01,080401,08040101,50000,,7,12
cls_08040104,08,بنية تحتية – أخرى,Other Infrastructure,04,استخراج النفط والغاز,Oil and Gas Extraction,01,منصة نفطية بحرية,Offshore drilling rig,04,080401,08040104,50000,,7,12
cls_08040201,08,بنية تحتية – أخرى,Other Infrastructure,04,استخراج النفط والغاز,Oil and Gas Extraction,02,منصة نفطية برية,Onshore drilling rig,01,080402,08040201,50000,,10,20
cls_08040204,08,بنية تحتية – أخرى,Other Infrastructure,04,استخراج النفط والغاز,Oil and Gas Extraction,02,منصة نفطية برية,Onshore drilling rig,04,080402,08040204,50000,,10,20
cls_08050101,08,بنية تحتية – أخرى,Other Infrastructure,05,تخزين النفط,Oil and Gas Storage,01,الخزانات فوق سطح الأرض,Above Ground Tanks,01,080501,08050101,50000,,25,35
cls_08050104,08,بنية تحتية – أخرى,Other Infrastructure,05,تخزين النفط,Oil and Gas Storage,01,الخزانات فوق سطح الأرض,Above Ground Tanks,04,080501,08050104,50000,,25,35
cls_08050201,08,بنية تحتية – أخرى,Other Infrastructure,05,تخزين النفط,Oil and Gas Storage,02,خزانات تحت الأرض,Below Ground reservoirs,01,080502,08050201,50000,,30,50
cls_08050204,08,بنية تحتية – أخرى,Other Infrastructure,05,تخزين النفط,Oil and Gas Storage,02,خزانات تحت الأرض,Below Ground reservoirs,04,080502,08050204,50000,,30,50
cls_08060101,08,بنية تحتية – أخرى,Other Infrastructure,06,نقل النفط والغاز,Oil and Gas Transmission,01,خطوط انابيب الغاز,Gas Pipelines,01,080601,08060101,50000,,25,45
cls_08060104,08,بنية تحتية – أخرى,Other Infrastructure,06,نقل النفط والغاز,Oil and Gas Transmission,01,خطوط انابيب الغاز,Gas Pipelines,04,080601,08060104,50000,,25,45
cls_08060201,08,بنية تحتية – أخرى,Other Infrastructure,06,نقل النفط والغاز,Oil and Gas Transmission,02,خطوط النفط,Oil Pipelines,01,080602,08060201,50000,,25,45
cls_08060204,08,بنية تحتية – أخرى,Other Infrastructure,06,نقل النفط والغاز,Oil and Gas Transmission,02,خطوط النفط,Oil Pipelines,04,080602,08060204,50000,,25,45
cls_08070101,08,بنية تحتية – أخرى,Other Infrastructure,07,انشاءات الموقع,Site Structure,01,ابراج الاتصالات,Tower,01,080701,08070101,50000,,25,30
cls_08070104,08,بنية تحتية – أخرى,Other Infrastructure,07,انشاءات الموقع,Site Structure,01,ابراج الاتصالات,Tower,04,080701,08070104,50000,,25,30
cls_08080101,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,01,كابلات محورية,Coaxial Cable,01,080801,08080101,50000,,20,30
cls_08080104,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,01,كابلات محورية,Coaxial Cable,04,080801,08080104,50000,,20,30
cls_08080201,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,02,كابل ألياف بصرية,Fiber Optic Cable,01,080802,08080201,50000,,15,25
cls_08080204,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,02,كابل ألياف بصرية,Fiber Optic Cable,04,080802,08080204,50000,,15,25
cls_08080301,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,03,كابل ثنائي ملفوف,Twisted Pair Cable,01,080803,08080301,50000,,20,30
cls_08080304,08,بنية تحتية – أخرى,Other Infrastructure,08,خطوط نقل الاتصالات,Telecommunication Transmission Lines,03,كابل ثنائي ملفوف,Twisted Pair Cable,04,080803,08080304,50000,,20,30
cls_09010101,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,01,أعمال فنية,Art Work,01,090101,09010101,1000,10000,5,10
cls_09010104,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,01,أعمال فنية,Art Work,04,090101,09010104,1000,10000,5,10
cls_09010201,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,02,ستائر,Curtains,01,090102,09010201,1000,10000,5,10
cls_09010204,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,02,ستائر,Curtains,04,090102,09010204,1000,10000,5,10
cls_09010301,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,03,الديكور والأقسام,Decorations & Partitions,01,090103,09010301,1000,10000,5,10
cls_09010304,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,03,الديكور والأقسام,Decorations & Partitions,04,090103,09010304,1000,10000,5,10
cls_09010401,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,04,المصابيح وأباجورة,Lamps and lampshades,01,090104,09010401,1000,10000,5,10
cls_09010404,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,04,المصابيح وأباجورة,Lamps and lampshades,04,090104,09010404,1000,10000,5,10
cls_09010501,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,05,تركيبات الإضاءة,Lighting Fixtures,01,090105,09010501,1000,10000,5,10
cls_09010504,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,05,تركيبات الإضاءة,Lighting Fixtures,04,090105,09010504,1000,10000,5,10
cls_09010601,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,06,النباتات محفوظ بوعاء والشجيرات,Potted Plants and shrubs,01,090106,09010601,1000,10000,5,10
cls_09010604,09,الأثاث والتجهيزات,Furniture and Fixtures,01,التركيبات والتجهيزات,Fixtures and Fittings,06,النباتات محفوظ بوعاء والشجيرات,Potted Plants and shrubs,04,090106,09010604,1000,10000,5,10
cls_09020101,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,01,أسرة,Beds,01,090201,09020101,1000,10000,5,10
cls_09020104,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,01,أسرة,Beds,04,090201,09020104,1000,10000,5,10
cls_09020201,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,02,عربات مجرورة,Carts,01,090202,09020201,1000,10000,5,10
cls_09020204,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,02,عربات مجرورة,Carts,04,090202,09020204,1000,10000,5,10
cls_09020301,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,03,كراسي للجلوس,Chairs,01,090203,09020301,1000,10000,5,10
cls_09020304,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,03,كراسي للجلوس,Chairs,04,090203,09020304,1000,10000,5,10
cls_09020401,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,04,مكاتب، مقاعد واستاندات,"Desks, Benches and Stands",01,090204,09020401,1000,10000,5,10
cls_09020404,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,04,مكاتب، مقاعد واستاندات,"Desks, Benches and Stands",04,090204,09020404,1000,10000,5,10
cls_09020501,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,05,جلسات,Seating,01,090205,09020501,1000,10000,5,10
cls_09020504,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,05,جلسات,Seating,04,090205,09020504,1000,10000,5,10
cls_09020601,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,06,سقيفه,Sheds,01,090206,09020601,1000,10000,5,10
cls_09020604,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,06,سقيفه,Sheds,04,090206,09020604,1000,10000,5,10
cls_09020701,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,07,الخزائن,Storage & Cabinets,01,090207,09020701,1000,10000,5,10
cls_09020704,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,07,الخزائن,Storage & Cabinets,04,090207,09020704,1000,10000,5,10
cls_09020801,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,08,الطاولات,Tables,01,090208,09020801,1000,10000,5,10
cls_09020804,09,الأثاث والتجهيزات,Furniture and Fixtures,02,الأثاث,Furniture,08,الطاولات,Tables,04,090208,09020804,1000,10000,5,10
cls_09030101,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,01,آلات تحقق الإقرار والكتابة,Check Endorsing And Writing Machines,01,090301,09030101,1000,10000,3,7
cls_09030104,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,01,آلات تحقق الإقرار والكتابة,Check Endorsing And Writing Machines,04,090301,09030104,1000,10000,3,7
cls_09030201,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,02,آلات ناسخة,Duplicating Machines,01,090302,09030201,1000,10000,3,7
cls_09030204,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,02,آلات ناسخة,Duplicating Machines,04,090302,09030204,1000,10000,3,7
cls_09030301,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,03,آلات وضع علامات,Labeling Machines,01,090303,09030301,1000,10000,3,7
cls_09030304,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,03,آلات وضع علامات,Labeling Machines,04,090303,09030304,1000,10000,3,7
cls_09030401,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,04,آلة ضبط أوقات العمل,Office Time Recording Machines,01,090304,09030401,1000,10000,3,7
cls_09030404,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,04,آلة ضبط أوقات العمل,Office Time Recording Machines,04,090304,09030404,1000,10000,3,7
cls_09030501,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,05,آلات التعبئة والتغليف,Packing Machines,01,090305,09030501,1000,10000,3,7
cls_09030504,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,05,آلات التعبئة والتغليف,Packing Machines,04,090305,09030504,1000,10000,3,7
cls_09030601,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,06,آلات معالجة الورق,Paper Processing Machines,01,090306,09030601,1000,10000,3,7
cls_09030604,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,06,آلات معالجة الورق,Paper Processing Machines,04,090306,09030604,1000,10000,3,7
cls_09030701,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,07,آلات الفرز,Sorting Machines,01,090307,09030701,1000,10000,3,7
cls_09030704,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,07,آلات الفرز,Sorting Machines,04,090307,09030704,1000,10000,3,7
cls_09030801,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,08,آلات الطباعة,Typing Machines,01,090308,09030801,1000,10000,3,7
cls_09030804,09,الأثاث والتجهيزات,Furniture and Fixtures,03,الآلات المكتبة,Office Machines,08,آلات الطباعة,Typing Machines,04,090308,09030804,1000,10000,3,7
cls_10010101,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,01,الجرارات,Tractors,01,100101,10010101,,,10,15
cls_10010104,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,01,الجرارات,Tractors,04,100101,10010104,,,10,15
cls_10010201,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,02,مقطورة,Trailers,01,100102,10010201,,,10,15
cls_10010204,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,02,مقطورة,Trailers,04,100102,10010204,,,10,15
cls_10010301,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,03,الشاحنات,Trucks,01,100103,10010301,,,10,15
cls_10010304,10,معدات النقل البري,Land Transportation equipment,01,المركبات الثقيلة,Heavy Duty Vehicles,03,الشاحنات,Trucks,04,100103,10010304,,,10,15
cls_10020101,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,01,الباصات,Buses,01,100201,10020101,,,3,7
cls_10020104,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,01,الباصات,Buses,04,100201,10020104,,,3,7
cls_10020201,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,02,سيارات,Cars,01,100202,10020201,,,3,7
cls_10020204,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,02,سيارات,Cars,04,100202,10020204,,,3,7
cls_10020301,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,03,دراجات نارية,Motorcycles,01,100203,10020301,,,3,7
cls_10020304,10,معدات النقل البري,Land Transportation equipment,02,المركبات الخفيفة,Light Duty Vehicles,03,دراجات نارية,Motorcycles,04,100203,10020304,,,3,7
cls_10030101,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,01,عربات الكهربائية,Electric Trolleys,01,100301,10030101,,,25,35
cls_10030104,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,01,عربات الكهربائية,Electric Trolleys,04,100301,10030104,,,25,35
cls_10030201,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,02,القاطرات,Locomotives,01,100302,10030201,,,30,50
cls_10030204,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,02,القاطرات,Locomotives,04,100302,10030204,,,30,50
cls_10030301,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,03,قطارات السكك الحديدية والترام,Railway and Tramway Cars,01,100303,10030301,,,25,35
cls_10030304,10,معدات النقل البري,Land Transportation equipment,03,السكك الحديدية والترام,Railway and Tramway,03,قطارات السكك الحديدية والترام,Railway and Tramway Cars,04,100303,10030304,,,25,35
cls_10040101,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,01,سيارات الإسعاف,Ambulances,01,100401,10040101,,,10,15
cls_10040104,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,01,سيارات الإسعاف,Ambulances,04,100401,10040104,,,10,15
cls_10040201,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,02,مركبات قتال مصفحة,Armored fighting vehicles,01,100402,10040201,,,10,15
cls_10040204,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,02,مركبات قتال مصفحة,Armored fighting vehicles,04,100402,10040204,,,10,15
cls_10040301,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,03,مركبة مدرعة,Armored vehicle,01,100403,10040301,,,10,15
cls_10040304,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,03,مركبة مدرعة,Armored vehicle,04,100403,10040304,,,10,15
cls_10040401,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,04,شاحنة لمكافحة الحرائق,Firefighting truck,01,100404,10040401,,,10,15
cls_10040404,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,04,شاحنة لمكافحة الحرائق,Firefighting truck,04,100404,10040404,,,10,15
cls_10040501,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,05,دبابات حربية,Military Tanks,01,100405,10040501,,,10,15
cls_10040504,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,05,دبابات حربية,Military Tanks,04,100405,10040504,,,10,15
cls_10040601,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,06,شاحنة الإنقاذ,Rescue truck,01,100406,10040601,,,10,15
cls_10040604,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,06,شاحنة الإنقاذ,Rescue truck,04,100406,10040604,,,10,15
cls_10040701,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,07,المدفعية ذاتية الحركة,Self-propelled artillery,01,100407,10040701,,,10,15
cls_10040704,10,معدات النقل البري,Land Transportation equipment,04,المركبات المتخصصة,Specialized Vehicles,07,المدفعية ذاتية الحركة,Self-propelled artillery,04,100407,10040704,,,10,15
cls_11010101,11,معدات النقل الجوي,Air Transportation equipment,01,منطاد,Airship,01,منطاد المراقبة,Blimp,01,110101,11010101,10000,,7,12
cls_11010104,11,معدات النقل الجوي,Air Transportation equipment,01,منطاد,Airship,01,منطاد المراقبة,Blimp,04,110101,11010104,10000,,7,12
cls_11010201,11,معدات النقل الجوي,Air Transportation equipment,01,منطاد,Airship,02,منطاد,Hot Air Balloons,01,110102,11010201,10000,,15,25
cls_11010204,11,معدات النقل الجوي,Air Transportation equipment,01,منطاد,Airship,02,منطاد,Hot Air Balloons,04,110102,11010204,10000,,15,25
cls_11020101,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,01,طائرات المقاتلة,Combat Aircraft,01,110201,11020101,10000,,10,20
cls_11020104,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,01,طائرات المقاتلة,Combat Aircraft,04,110201,11020104,10000,,10,20
cls_11020201,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,02,طائرة شراعية,Gliders,01,110202,11020201,10000,,7,12
cls_11020204,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,02,طائرة شراعية,Gliders,04,110202,11020204,10000,,7,12
cls_11020301,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,03,الطائرات غير القتالية,Non-combat Aircraft,01,110203,11020301,10000,,10,15
cls_11020304,11,معدات النقل الجوي,Air Transportation equipment,02,الطائرات ذات الأجنحة الثابتة,Fixed Wing,03,الطائرات غير القتالية,Non-combat Aircraft,04,110203,11020304,10000,,10,15
cls_11030101,11,معدات النقل الجوي,Air Transportation equipment,03,الطائرات ذات الأجنحة الدوارة,Rotary Wing,01,المروحيات القتالية,Combat Helicopters,01,110301,11030101,10000,,25,35
cls_11030104,11,معدات النقل الجوي,Air Transportation equipment,03,الطائرات ذات الأجنحة الدوارة,Rotary Wing,01,المروحيات القتالية,Combat Helicopters,04,110301,11030104,10000,,25,35
cls_11030201,11,معدات النقل الجوي,Air Transportation equipment,03,الطائرات ذات الأجنحة الدوارة,Rotary Wing,02,المروحيات غير قتالية,Non-combat Helicopters,01,110302,11030201,10000,,20,30
cls_11030204,11,معدات النقل الجوي,Air Transportation equipment,03,الطائرات ذات الأجنحة الدوارة,Rotary Wing,02,المروحيات غير قتالية,Non-combat Helicopters,04,110302,11030204,10000,,20,30
cls_11040101,11,معدات النقل الجوي,Air Transportation equipment,04,مركبة فضائية,Spacecraft,01,الأقمار الصناعية,Satellites,01,110401,11040101,10000,,5,15
cls_11040104,11,معدات النقل الجوي,Air Transportation equipment,04,مركبة فضائية,Spacecraft,01,الأقمار الصناعية,Satellites,04,110401,11040104,10000,,5,15
cls_11040201,11,معدات النقل الجوي,Air Transportation equipment,04,مركبة فضائية,Spacecraft,02,سفن الفضاء,Spaceships,01,110402,11040201,10000,,5,15
cls_11040204,11,معدات النقل الجوي,Air Transportation equipment,04,مركبة فضائية,Spacecraft,02,سفن الفضاء,Spaceships,04,110402,11040204,10000,,5,15
cls_11050101,11,معدات النقل الجوي,Air Transportation equipment,05,الطائرات المتخصصة,Specialized Aircraft,01,طائرات بدون طيار,Drones,01,110501,11050101,10000,,7,12
cls_11050104,11,معدات النقل الجوي,Air Transportation equipment,05,الطائرات المتخصصة,Specialized Aircraft,01,طائرات بدون طيار,Drones,04,110501,11050104,10000,,7,12
cls_12010101,12,معدات النقل البحري,Marine Transportation equipment,01,القوارب,Boats,01,قوارب آلية,Motorboats,01,120101,12010101,10000,,10,20
cls_12010104,12,معدات النقل البحري,Marine Transportation equipment,01,القوارب,Boats,01,قوارب آلية,Motorboats,04,120101,12010104,10000,,10,20
cls_12010201,12,معدات النقل البحري,Marine Transportation equipment,01,القوارب,Boats,02,قوارب غير آلية,Non-motorized boats,01,120102,12010201,10000,,15,25
cls_12010204,12,معدات النقل البحري,Marine Transportation equipment,01,القوارب,Boats,02,قوارب غير آلية,Non-motorized boats,04,120102,12010204,10000,,15,25
cls_12020101,12,معدات النقل البحري,Marine Transportation equipment,02,الحوامات,Hovercraft,01,الحوامة القتالية,Combat Hovercraft,01,120201,12020101,10000,,10,25
cls_12020104,12,معدات النقل البحري,Marine Transportation equipment,02,الحوامات,Hovercraft,01,الحوامة القتالية,Combat Hovercraft,04,120201,12020104,10000,,10,25
cls_12020201,12,معدات النقل البحري,Marine Transportation equipment,02,الحوامات,Hovercraft,02,الحوامة غير القتالية,Non-combat Hovercraft,01,120202,12020201,10000,,10,25
cls_12020204,12,معدات النقل البحري,Marine Transportation equipment,02,الحوامات,Hovercraft,02,الحوامة غير القتالية,Non-combat Hovercraft,04,120202,12020204,10000,,10,25
cls_12030101,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,01,سفن الداخلية,Inland vessels,01,120301,12030101,10000,,25,35
cls_12030104,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,01,سفن الداخلية,Inland vessels,04,120301,12030104,10000,,25,35
cls_12030201,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,02,سفينة تجارية,Merchant ship,01,120302,12030201,10000,,25,35
cls_12030204,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,02,سفينة تجارية,Merchant ship,04,120302,12030204,10000,,25,35
cls_12030301,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,03,السفن الحربية,Military vessels,01,120303,12030301,10000,,10,25
cls_12030304,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,03,السفن الحربية,Military vessels,04,120303,12030304,10000,,10,25
cls_12030401,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,04,سفن لأغراض خاصة,Special purpose vessels,01,120304,12030401,10000,,20,30
cls_12030404,12,معدات النقل البحري,Marine Transportation equipment,03,السفن,Ships,04,سفن لأغراض خاصة,Special purpose vessels,04,120304,12030404,10000,,20,30
cls_12040101,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,01,غواصة مدنية,Civilian Submarine,01,120401,12040101,,,,
cls_12040104,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,01,غواصة مدنية,Civilian Submarine,04,120401,12040104,,,,
cls_12040201,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,02,غواصة حربية,Military Submarine,01,120402,12040201,10000,,10,25
cls_12040204,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,02,غواصة حربية,Military Submarine,04,120402,12040204,10000,,10,25
cls_12040301,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,03,غواصة العمليات القطبية,Polar operations Submarine,01,120403,12040301,10000,,10,25
cls_12040304,12,معدات النقل البحري,Marine Transportation equipment,04,الغواصات,Submarines,03,غواصة العمليات القطبية,Polar operations Submarine,04,120403,12040304,10000,,10,25
cls_13010101,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,01,نظام هوائيات,Antennas System,01,130101,13010101,1000,10000,3,7
cls_13010104,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,01,نظام هوائيات,Antennas System,04,130101,13010104,1000,10000,3,7
cls_13010201,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,02,معدات الشبكة الخلوية / المتنقلة الرقمية,Digital Cellular/Mobile Network Equipment,01,130102,13010201,1000,10000,3,7
cls_13010204,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,02,معدات الشبكة الخلوية / المتنقلة الرقمية,Digital Cellular/Mobile Network Equipment,04,130102,13010204,1000,10000,3,7
cls_13010301,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,03,معدات خدمة الشبكة,Network Service equipment,01,130103,13010301,1000,10000,3,7
cls_13010304,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,03,معدات خدمة الشبكة,Network Service equipment,04,130103,13010304,1000,10000,3,7
cls_13010401,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,04,أجهزة شبكة بصرية,Optical Network Devices,01,130104,13010401,1000,10000,3,7
cls_13010404,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,04,أجهزة شبكة بصرية,Optical Network Devices,04,130104,13010404,1000,10000,3,7
cls_13010501,13,أصول تقنية المعلومات,Information Technology Assets,01,معدات الشبكة,Network Equipment,05,المولدات والمفاتيح وأجهزة التوجيه,"Server, Switches & routers",01,130105,13010501,1000,10000,3,7
